"","subjName","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25"
"342","jcdyrah","5cdi7","-0.205","-0.2554","m29","-0.14293","jg5q","0.64452","0.43117","1.10002","38la","-0.63958","-1.97525","wr0d","srg","0.55277","dz41a","-0.72129","u53a","0.2622","56","0g6","knw","07i","-1.2015","095"
"343","digjvlc","wx017","0.32205","0.48884","3rl","-1.41557","517q","-0.20172","-0.49229","0.33057","wjv0","-0.44262","1.00949","qr07","4p9","-1.23611","g65qk","0.6971","h12n","-0.60246","0g","4w6","836","qb8","0.03435","8kc"
"344","sdlpnkf","uvj59","1.42434","1.42404","1uo","0.14189","f","0.08163","0.68838","0.15219","20p4","0.23219","-0.0939","af61","3cs","0.17764","q1e6u","-0.55083","49h0","0.72955","42","6oy"," ","s15","0.16305","wud"
"345","qtzpcxv","w2b56","0.35928","y","7bp","-0.05296","4889","-0.15526","-0.46114","-0.07479","jfd3","-1.40287","-0.39602","9nt1","btq","-0.37893","lv18t","0.73937","cs04","0.87934","o","wfl","d66","353","-1.00126","82p"
"346","wmbcsdn","h972n","-1.42117","0.16426","5g2","0.86223","n","-0.0925","1.03395",".","r706","0.65104","-0.58953","8n05"," ","-0.61787","200hi","m","7gpy","-0.65256","au","984","e32","1n5","1.79675","ymo"
"347","dnmtwrl","168b3","-1.38606","0.15599","812","-0.73518","5h67","-0.15108","-1.68556","-1.55499","en74","0.19658","1.19818","5148","9q4","-1.1228","0j9c1","-1.01365","3efn","-1.312","50","s9c","381","1pn","-1.3896","zg2"
"348","tyxozjc","0am96","0.98551","0.48255","l8n","0.27235","u2i6","-0.00836","0.27757","-0.71557","i850","0.75987","0.39759","h6r7","y09","-0.46695","47641","1.89073","wdc9","-0.18927","6z","2uh","5f2","f82","0.42997","93i"
"349","nhumaqg","8arqc","1.2962","-0.12378","4pg","-1.62038","m5kw","0.64112","0.81841","0.84763",".","-0.10548","0.7809","w194","194","-0.16911","3yi2v","0.13819","16ih","-0.59312","w3","qy4","ly3","bp2","-0.88047","052"
"350","gctpale","s2g6c","0.51696","-0.83378","767","0.37383","9b2w","-1.19017","-0.53882","1.23266","c26n","0.65517","0.09295","7i2h","46m","-1.16161","92jge","-0.46765","h215","-1.70542","j","92b","n70","310","1.83575","6u7"
"351","smvnihg","je224","l","1.50506","19f","0.71043","l859","1.66701","1.12849","1.60366","bg98","0.29983","1.0797","4ekd","74q","0.64133","ai2el","0.56255","xr58","1.31664","92","rkb","60g","bdy","0.66281","3j8"
"352","bulrzxm","7b9q7","0.45483","0.20703","2z7","0.53988","ylvr","0.2321"," ","1.34202","h921","0.26243","-2.25447","4e8s","3w8","0.14418","3t764","m","90fr","-0.93004","h5","ba8","2i4","67k","1.67897","i55"
"353","ktnwjsm","p2137","-0.91715","-2.10829","6i1","-1.99835","xdp0","-1.48218","-1.02185","-1.68908","670m","-0.35932"," ",".","71g","-1.49257","12g30","-1.673","i72e","-0.35835"," ","f29","9n5","908","-1.68166","w59"
"354","qjnxdcm","owhen","-1.68544","l","9rx","-0.49284","szut","-1.50913","0.29345","-0.18224","7538","-0.08276","0.6373","7op1","os7"," ","few51","0.16058","8oik","0.08528","0e","45h","d28","4z3","-1.44157","."
"355","ocdsxih","i1q51","1.00112","0.51844","42c","-0.68353","qg09","-1.05472","-0.59173","-0.10507","j86u","-0.19495","-1.029","0e58","n08","-0.44786","6z12i","-1.3157","1277","0.54062","w6","5f3","1ko"," ","0.45319","135"
"356","bezlany","hno94","0.07675","0.25549","ghd","-0.08164","jvg5","2.36619","0.19877","-0.08487","7rt4","0.70291","-0.5165","2bf4","51j","-0.26611","ba81f","-0.40978","bq2p","0.97843","hx","c0x","i82","t4j","-0.25474","sq1"
"357","tbcarns","q70j0","-0.16367","-1.14344","399"," ","y451","0.33558","f"," ","52v8","0.61806","0.32303","634s","2es","-0.75168","06s8x","0.09781","0a91","-1.47739","s","t46","392","ucy","-0.03824","u15"
"358","stnergb","bqc1w","-1.83704","-0.68421","6pe","0.00658","32gu","0.22483","0.39192","-1.74513","3bet","-0.28962","0.186","7p9g","nkb","0.88787","7iv78","-0.59415","dy7r","-0.82176","95","82d","h65","scl","-1.52606","6s8"
"359","hvnydmu","kme39","-0.07994","-0.80142","b09","-0.06603","9y8x","-0.17624","0.36719","-0.143","8ym6","0.24515","1.75541","8c56","i5a"," ","7k30b","-0.69979","5dcz","-0.68942","w0","n","odj","731","-0.80825","361"
"360","xpaelsb","24cu9","1.04269","0.42643","690","0.63766","5829","2.42356","3.04403","-1.01779","05a8","r","-0.54258","1ul7","457","1.00695","nh741","0.37146","4d3z","-0.30674","i1","dg1","0d8","3p1","0.81902","mk7"
"361","tazubjh","85dq9","-0.48974","-0.28674","17l","-0.14745","c73b","-1.17186","1.2558","-0.85098","5c7h","0.8393","0.48685","rbzf","96a","-0.4217","k3910","0.88627","ewa8","-0.00349","p8","k3x","5z0","t34","-0.63193","3e8"
"362","aeogykq","6172x","0.05431","0.09673","u4p","0.82496","ng0f","2.08859","1.84789","0.15103","f202","-1.77114",".","a1hr","r","1.58379","dhx73","-0.00795","xj33","-0.10221","z","534","490","29v","-0.38728","gu5"
"363","zxivryt","300qx","0.55612","0.35983","k2s","r","s6p3","1.52241","-0.04753","0.87302","zeg4",".","-1.36466","728l","j1c","1.44772","3q7n3","-0.52098","5204","-0.49356","50","670","69k","m4z","0.51265","0r5"
"364","qbojunc","14obv","-0.37932","-0.51108","76v","1.54915","37zn","-1.27434","-1.11365","-1.45295","6254","1.00691","-0.59239","818u","5r1"," ","50r7t","-0.47683","a9m7","-0.13313"," ","5l0","qd2","3g4","-1.8958","v28"
"365","caytpzo","06x35","0.66196","0.63523","d5t","0.44899","81y7","1.64463","-0.01786","1.02496","w023","1.30638","1.56508","7121","zxk","-0.20831","2afbe","0.53297","3iv7","1.26827","go","9ck","4ck","z08","1.38495","s33"
"366","naoukst","22bt6","-0.32023","0.27674","m","-2.09184","3651","h","-1.4029","-1.46206","5072","-0.92961","-0.66053","v2cd","k2i","0.0598","s1kr4","-1.14769","i6xq","-1.04919","32","572",".","l","-0.38878","dv8"
"367","bvapikl","9l60n","-1.25236","-0.03154","lmf","-0.69834","v8y7","-0.59985","-0.6565","-0.45585","5i7d","1.18172","-0.25534","4d83","r26","-0.81007","07856","0.37338"," ","-0.62972","67","d68","7e5","p41","-1.77516","c45"
"368","pbnivcr","91o0i","0.89962","0.82428","647","0.62589","7zxh","0.00053","0.65656","-0.46772","93s7","0.49021","-0.28402","kt0f","fhr","-1.64805","d1yzl","0.71851","411r","0.07052","km","35g","b34","dws","1.02944","tjy"
"369","dbecqtv","ld655","-0.91415","0.1602","m7d","1.15912","m446","-0.29606","0.31918","-1.15604","1w08","1.52539","0.32357","2360","198","-0.65036","y54xi","-0.15286","801q","-1.2515",".","p7k","hiw","58p","-1.35434","jp4"
"370","bhcpyws","00g98","-0.75831","0.09452","i7h","-1.68445","3b1m","-1.83946","-0.28661","-1.04866","z5ci","0.46882","0.65626","fi5b","5b3","-1.94974","514p0","-1.8632","p23e","-1.09625","6j","s8m","eq0","0c4","0.29728","r7o"
"371","grehjub","l5k0o","-0.29334","0.58106","7c6","1.16366","wv9g","-0.49728","0.38843","-0.31183","z","-0.24335","0.85188","d7yb","w7a","0.77463","9562m","1.39489","c9e0","-0.11028","92","6u8","f72","958","-0.22899","007"
"372","bithuxn","27t30","-1.14262","0.23303","67e","1.55636","22i9","1.88377","1.09093","0.6205","najf","0.97794","w","u1sc","993","-0.08607","m6pn2","0.9428","zp47","0.18894","7l","1c0","8nh","n0c",".","j60"
"373","pleadmo","8ev73","1.19439","1.30156","yb8","-0.01151","15pf","0.3515","1.28358","-0.79681","6q84","1.01358",".","gp3v","62a","-0.14343","4134l","1.85208","xqu8","1.13102","6k","770","v98","9n8","-0.60599","4r5"
"374","wmejkrc","1xi54","-0.14745","0.66739","t","-0.46161","72n0","-0.70481","1.27714","0.89283","lwbp","-0.3026","-0.21826","0twu","g94","0.5475","t41g0","1.26365","2473","-0.23302","i1","05v","rm6","746","n","q5a"
"375","uqzabjf","21k43","-0.6912","2.28427","cm8","1.44872","h79n","1.84195","0.28998","-0.31459","kvj3","2.31036","0.09537","9lxj","8f3"," ","854a5","-0.10601","4k8y","2.40805","hm","0ut","93h","37x","-0.39817","ngd"
"376","yxgsldn","5qmfp","-0.42984","-1.40176","315","-1.56046","406e","0.39779","0.681","0.39828","fy48","0.54589"," ","9bp7","8cy","0.05878","kten1","-0.8174","ra2t","f","u7","7sy","8wg","n6o","-0.18983","938"
"377","auobnlt","61h09","2.40841","-0.19332","w6i","0.40467","j242","1.68551","0.58461","0.91702","wz2g","0.25085","-1.40704","f8ny","l1q","-0.89326","0a7bf","x","y311","0.27457","5h","889","38u","32v","2.90473","s"
"378","dwtpsqk","8v76h","1.91087","0.3733","29y","0.90806","95s6","0.97538","1.16214","-0.61276","4fm9","-0.55359","-0.72286","sunq","k1r","0.56289","5tm1u","1.48944","k67r","0.26135","06","vmb","iw8","0r7","-0.96049","1to"
"379","jxaewms","7ad8y","-0.23774","0.13268","49x","0.07735","x3wz","-0.42841","1.01361","0.19109","927e","-0.34289","0.39374","1837","0wh","-0.40781","2d269","-1.30933","7480",".","g2","24s","0x8","gvr","0.40679","w3u"
"380","wtyuned","4yvtb","-0.4328","-0.98827","swr","0.30858","q4e4","0.39746","0.11188","1.6316","l4zf","0.68318","0.86392","2463","0x1","-0.43601","s1uv9","0.66276","4l4q","-0.94969","tr","11x","02f","1n0","1.52936","ng8"
"381","acfbomp","yr41z","-0.28028","-1.19744","369","-0.6529","3hnm","-0.33427","-0.66444","-0.80384","zocs","-0.64671","-2.14242","7o03","394","0.45459","i17gp","-0.77551","1j7l","-1.06268","qj",".",".","i4a","-1.26256","4z3"
"382","lxqaiyf","ieusd","-2.65591","-0.22355","019","0.49343","1105","1.32813","-0.25123","-0.84751","kf31","0.61187","-0.73371","96u4"," ","-0.67391","9d70g"," ","q3wv","-1.19273","85","n9a","0rl","88n","-1.94164","n4b"
"383","jrwpnsm","k7l26","1.12883",".","298","1.36221","16kz","0.69391","0.00773","2.38522","083a","-0.14768","0.40775","c932","371"," ","a9pz4","1.46467","beuy","-0.06864","2l","251","n69","640"," ","z96"
"384","yodkuwl","dkb47","-0.02326","-0.74042","l9r","-1.63347","fgk5","0.68966","-0.32478","1.556","0d69","p","-0.18648","x10z","m56","-1.37305","9h27r","0.75424","imy5","-0.90063","e6","1lh","x5q","4mu","1.61411","n9q"
"385","lnjuzdt",".","1.45452",".","q5e","0.07132","i","-1.12909","1.0034","0.0838","kxcq","0.84976","0.23429","u647","98i"," ","qo749","1.27967","0kjy","0.3728","k8","4s3","283","516","0.38059","c7h"
"386","wryouvh","q470h","-0.13391","-0.50704"," ","-0.08247","9a85","1.22972","0.03491","0.32024","g53i","-1.17285","-0.46454","09m5","b79","0.77158","4mb5c","0.07755","ltb1","1.02807","va","0d1","ty4","q95","-0.53951","419"
"387","kdfoqha","m14f0","-0.8136","-0.78116","272","0.75016","052p","0.22975","1.10996","2.31378","0h8y","1.32372","0.25635","571b","489","0.90495","4hvyb","0.94281","467c","-0.51402","vf","bg5","xof","d91","0.41821","a38"
"388","oyhbqvs","7yj4c",".","-1.45956","325","-0.66213","4do6","0.84524","-0.43966","0.50471","b052","-0.38173","-0.48711","0061","1t0","1.34574","br4yk","0.26019","4133","-0.00392","50","x4l","931","024","-0.04557","r1x"
"389","lmosyvk","67ep9","0.55203","0.14991","e04","-1.59849","o8n8","-0.00568","-0.8739","-0.30339","x50z","-0.25602","-1.63697","37cl","05r","-1.12548","ro730","u","w96m","-0.68475","bd","w5h","feg","06c","-0.30392","0u4"
"390","vwgxtsh","l907e","-0.33167","-1.89499","dom","-3.113","dx01",".","0.3597","-0.25178","0075","-0.60347","-1.38654","1807","s97","-0.68423","5l1w5","-1.00501","h7ci","-1.52029","r6","01x","q18","d4r","0.07098","n0b"
"391","lrycjso","3m201","0.14577","0.7974","c35","-1.16644","g080","-1.91133"," ","0.51527","297d","1.39749","1.5651","4yal","7e4","0.60464","796u8",".","q841","0.56896","9o","7gf","rxk","t3r","0.19338","5i3"
"392","atsnhlw","3k14f","1.51968","-0.27594"," ","-1.20561","e259","-1.41077","-1.04817","-1.00527","bv87","-0.13299","-0.13512","wf1q","062","0.81485","3o9j2","p","2sv2","1.57737","k4","0ey","66k","220","-2.16556","391"
"393","egkprvd","m1b34","0.05206","1.7102","0jh","0.15922","p22c","-0.04099","0.39946","1.57823","0x60","0.5529","-0.2003","w5bs","wp7","1.31709","0t43g","-0.03965"," ","0.30161","1m","."," ","9kh","0.50117","8rn"
"394","otekbsl","97v1y","1.1595","-2.60252","648","2.30499","w4m0","1.05773","-0.36458","1.51134","8vq7","0.71156"," ","n122","7dy","-0.30742","950z1","1.04533","u99t","-0.05206"," ","atl","798","x30","0.53556","46p"
"395","ucdabkr","1n746","-1.27942","1.10325","sv4","0.17916","a758","-1.0468","-1.04166","-0.99266",".","-0.6047","-0.39009","qz36","7k4","-0.17796","s861v","-0.41147","wg20","-0.14619","t7","km5","6jw","71o","-0.85387","8jo"
"396","cvykzou","5g8a5","0.04031","-0.28219","uaj"," ","0w2q","0.12831","-0.11195","0.73953"," ","-0.3435","-0.50734"," ","642","-1.40492","q77wb"," ","281r","-0.27219","c5","0ok","e69","ql4","1.04746","0u5"
"397","pezcgxa","l83h5","-0.73856","0.68553","91l","0.53432","9hg6","-1.30424","0.81488","-0.91922","c55x",".","1.42217","1553","hb9","0.32254","lh07e","1.19795","g468","1.36062","j","570","9p5","6o8"," ","ji0"
"398","cubgnjh","14w9b","0.10159","0.57533","2w9","-0.82434","09wj","-1.37816","-1.99307","-2.37899","554x","0.22565","-1.53723","0z28","9pf","-0.62677","1349y","-1.02823","gcp1","-0.5556","09","6vs","8d2","c0n","-0.58579","1n1"
"399","bnvaiys","v948w","1.0541","0.15978","y5v","-0.66279","98yh","-0.11676","-0.16382","-0.24823","337p","1.64753","1.07871","1x69","ko8","-0.52527","2384s","1.2334","9hum","-0.16231","2l","9rn","6x9","682","e","jm0"
"400","xtamvzc","b6a64","-0.81326","0.1365","f21","-0.01305","rx6a","-1.00994","-1.28657","-0.68984","k251","0.028","-0.80408","7853","f51","0.96442","r4s13",".","uy89","-0.4074","n","v22","7o8","8j4","-0.11417","w86"
"401","qetakyh","27042","-2.2121","0.06365","pyq","-0.09769","v1gk","-0.68302"," ","-1.0988","3vsr","-0.84473","-0.07236","3u88","u","1.12944","e5898","-0.11053","989o","-1.21122","85","id2","60e","f17","0.4981","66a"
"402","ponjehy","7qds5","1.23443","-0.03996","thr","-0.40597","64y5","-0.34677","-0.43869","-0.79927","o7bq","-0.23943","-0.85142",".","v73","-0.24004","409yg","0.78318","4e9n","1.55109","45","pj2","f","709","0.58732"," "
"403","ybfzxcn","28xs8","-0.88425","0.41957","v75","-1.73212","lho7","0.93468","1.11477","-0.16008","5116","-0.52674","0.14573","9u11","6i4","1.20621","fya6v","0.40437",".","1.68928","ve","omf","2z3","1w3","0.82876","823"
"404","ovdjsyz","1p4r0","-0.84782","-0.69198","mp1","-0.03372","7cq3","-1.66929","-0.32633","-1.38433","9580","0.31949","0.58273","863k","88x","-2.14396","36x08","0.24987","1ph6","-0.00674","m9","d9u","e05","d04","-0.15287","sl7"
"405","balyzms","kw4ob","0.16651","0.0726","6f7","0.66693","67mt","1.1971","0.9188","1.01269","3hk6","2.85024"," ","6191","90s","1.40598","41o43","0.05682","705m","-0.08355","b7","ubd","t4j","yhe","0.19005","86s"
"406","bhrdycg","5zj6m",".","1.18698","2v3","0.2561","2m83","1.71957","-0.47596",".","4uj5","-0.12633","0.81024","em70","c1o","0.58034","s78eh","0.62311","61d5","1.28911","7d","610","76o","815","1.76829","ich"
"407","yamzwnh","9ed74","1.39411","-1.89312","730","-0.47287","0k8u","0.212","-0.19748","0.54859","86y9","0.82626","0.37441","kivs","857","0.2409","wpun3","-0.03743","m8hc","-1.29052","rs","ydx"," ","2e9","1.45998","4j7"
"408","xywzgql","v0wlh","0.3421","0.66028","e41","0.72946","4erg","-0.10039","0.08611","-0.10526","p90e","-1.01928","1.97841","z057","4ot","-0.33871","p042c"," ","7314","-1.08662","t3","brs","23x","p87","0.0115","axo"
"409","kijurvl","405b3","-1.98576","0.46759","27u","-1.51825","878e","-0.18708"," ","1.6064"," ","-0.48045","0.55675","89y1","m1x","-1.34418","6vep9","0.82711","75he","-1.32084","6q","6c3","49s","1w8","0.36847","3j9"
"410","qtfbvsd","br617","1.54778","0.15076","o65","c","9j73","0.92205","-0.65905","2.55035","ik18","j","-1.22822","3149","e5w","-0.50716",".","1.0687","2zqs","-0.93626","28","l","ni2","sxe","1.7075","91o"
"411","xautmvd","qd4lg","1.61576","-0.12436","o7r","0.73339","x641","1.57132","-0.29885","-0.28201","qp5u","-1.48975","-0.11368","62jx","vp1","-0.05754","x8568","1.68968","6m1k","-0.21734","ye","22y","d40","795","0.19084","180"
"412","kcqtnox","k7xws","-0.02615","0.00026","4zt","-0.32781","o773","-0.2913","-1.19404","-0.82418",".","-0.45905","0.1454","x73s","j27","-0.65117","h3j69","-1.65592",".","-1.47394","8x","767","1f8","fbs","0.92406","z24"
"413","lgqxnrc","8b01h",".","-0.69999","zms","-0.21998","2lrp","1.7449","0.69636"," ","li2k","0.28432","1.03103","1q09","80n","-0.52536","bo3e7","1.46696","w89j","-0.18104","y9","ufm",".","846","0.57339","17g"
"414","lvnzgir","585wm","2.01749"," ","12n","1.49603","na93","-0.1022","-0.58292","1.23947",".","0.95565","0.99163","1g33","d41","2.75419","c8i18"," ","563h","1.3546","3z","hdm","1tl","mu2","1.70503","f"
"415","ftgzrlj","66970","0.17655","0.69883","8uj","-0.60109","8015","-0.53416","0.00676","0.45996","1s5v","-0.13353","-0.21031","33v5","6dw","-0.60189","p574j","0.74244","67qj","0.05232","fl",".","976","624","0.01825","b8u"
"416","usdrcai","eciot","-0.69768","c","j2e","-0.3962","4on9","-1.46425","-0.60381","-1.93718","h1v5","-1.56878","0.69217"," ","wu2"," ","926uo","0.20801",".","0.30102","60","b4f","2a4","f4i","-0.49183","6rf"
"417","xgmzfle","jxs48","-0.14052","-1.17792","5f6","0.59341","k159","-0.19336","-3.05049","-0.29514","cp87","0.15951","-2.33038","07q4","0tj","-1.09445","9um2w","q","2r1n","-0.86005","25","fl2","40m","68j","0.6776","67m"
"418","ziqfoeg","51xag","0.24207","-0.08633","pie","1.04518","od4m","-0.22859","-0.24696","1.44289","g341","1.05999","0.62235","ht13","548","0.84011","17zp2","1.4409",".","1.48485",".","ym3","4m8","65i","-0.16547","68w"
"419","bpxjhty","a6j4q","-1.12981","0.15106","b66","-0.92541","575u","-0.97708","0.42173","-0.17996","fyek","1.66748","1.1195","f89z","dal","-0.35613","b0261","0.00198","c866","-0.2333","28","501","4i9","kg6","-0.09453","265"
"420","bfrmiwk","7g9ih","-1.17022","-0.72368","4yo","r","i04g","-1.57265","-1.29263","0.54832","2w73","-0.36095","-0.81588","ena6",".","-2.33016","5g9wm","0.26597","os3m","-0.97793"," ","1f6","4c7","7gk","-0.86838","b8k"
"421","whotufy","ps65f","0.90149","0.57833","sd3","-1.66725","r25q","0.58605","1.29805","0.12852","u387","0.30263","0.75462","5k87","jh8","-0.13079","hqfv1","0.14592","8spd","0.62608","91","q27","912","cqp","1.40101","u8c"
"422","nkuvdlb","71591","0.39239","-0.82924","c","-1.94269","ajwn","-0.83462","-0.88458","1.62695","3jd6","0.71024","-0.62274","0y07","a9k","-0.46574","ns8gj","-0.51459"," ","1.80531","b1","mr8","lg7","3rc","0.21886","95p"
"423","ehznjcd","19004","-1.34506","-0.3333","w62","k","p0yr","0.24204","-0.71433","0.34343","m4oi","0.85661","-1.14503",".","gb5","1.18974","059e7","-2.37473","49s0","-0.11536","5q","vh7","q61"," ","-1.73131","6v1"
"424","ygkoxqn"," ","c","0.87496","694","-1.09651","dizm","-0.40516","-0.50115","0.22553","c3b5","-0.03659","-0.19167","3r76","w8g","-0.35983","8sh4r","1.25616","1t80","-0.24367","2a","ozi","5e6","d","0.79222","m77"
"425","jcslgiy","c","-0.80404","1.9298","e24","0.30052","wekj","1.77216","0.43143","-0.23144","1l76",".","0.49475","vi82","j53","0.30755","i0562","0.72502","685w","0.11964","h0","5lw","f61","cyt","0.28896","a44"
"426","btefycz","5q69s","-0.64623","-0.98524","7d1","-0.06183","e6f4","0.24529","0.09824","-0.24485","m62w","-0.73416","u","7b0g","678","-0.45014","33k20","0.05733"," ","0.33436","a","d","st7","8k5","-1.3727","g20"
"427","tidfoak","h796l","-0.44009","-0.38379","820","0.44072","4m96","0.2709","0.70443","-0.69879","29vu","0.54188","-0.32372","773i","814","1.00173","0t0r9","-0.50842","ghsd","1.21353","m5","hdf","x8m","pbd","-0.68331","98x"
"428","wkyiojg","j","-0.72399","-0.20363","i","0.78475","9516","-1.1403","0.82531","-0.80387","wi9b","-2.24061","-1.73268","jzy4","g86","-0.71528",".","0.15788","p72h","0.6616","q","e44","p6e","l05","w","idc"
"429","irhglja","74eh6","-0.10858","1.85374","v9o","s","j533","1.05498","0.71141","0.48628","tip3","2.17337","-0.25755","p8vn","pxg","0.25936","l2697","-0.55284","p079"," ","1t","79z","l77","0r1","1.06832","h1a"
"430","quofnmc","5yb25","0.34805","0.3812","dsq","-0.14596","97it","0.37155","1.32404","1.19948","52b6","1.79861","1.58749","k934","7o7"," ","xgn8j","1.11403","j277","0.70244","5y","94n","928","2hq","0.87777"," "
"431","ipkqayt","hl108","0.2319","-0.2769","f56","0.08085","330u","-0.715","-0.99101","-0.57521","0614","-0.10392","-1.77634","l6bh","l3x","-1.211","eaum8","-0.8934","y6f1","-0.71663","vz","iu7","6f2","528","0.10139","7th"
"432","mwxuage","kx572","-0.12732"," ","71p","1.31267","r83w","0.49085","-0.15814","1.13289","70u1","0.46738","-1.16051","b207","96n",".","em6ky","0.74812","d","0.44735","8i","s6p","3ug","66y","-1.38624","49h"
"433","rnhycft","g7990","-0.38378","0.17772","p0v","0.21065","h192","0.36688","-0.09012","-0.02075","a6t6","0.49632","-0.40834","x438","s8p","-0.2766","7xj7l","0.22199","4mhj","-0.46913","32","df0","585","1dp","1.67425","876"
